DocLabel,Speaker Label,Displayed Speaker Name,Full Speaker Name,First Turn,RangeFrom,RangeTo,Notes,,,,
os004-1,B,Shrey,Shrey Jain,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
rt2021-1,A,,,,,,,,,,
rt2021-1,B,,,,,,,,,,
rt2021-1,C,,,,,,,,,,
rt2021-2,A,Daniel,Daniel Friedman,00:09,,,,,,,
rt2021-2,B,Stephen,Stephen Sillett,02:41,,,,,,,
rt2021-2,C,Alex,Alex Vyatkin,05:42,,,,,,,
rt2021-2,D,,,,,,,,,,
rt2021-2,E,,,,,,,,,,
rt2021-2,F,,,,,,,,,,
rt2021-3,A,Daniel,,,,,,,,,
rt2021-3,B,,,,,,,,,,
rt2021-3,C,,,,,,,,,,
rt2021-4,A,Daniel,Daniel Friedman,,,,,,,,
rt2021-4,B,Dave,David Douglass,01:22,,,,,,,
rt2021-4,C,Ivan,Ivan Metelkin,02:20,,,,,,,
rt2021-4,D,Bleu,Bleu Knight,02:57,,,,,,,
rt2021-4,E,Alex,Alex Vyatkin,03:34,,,,,,,
rt2022-1,A,Daniel,Daniel Friedman,,,,,,,,
rt2022-1,B,,,,,,,,,,
rt2022-1,C,,,,,,,,,,
rt2022-2,A,Daniel,Daniel Friedman,,,,,,,,
rt2022-2,B,,,,,,,,,,
rt2022-2,C,,,,,,,,,,
rt2022-3,A,Daniel,Daniel Friedman,,,,,,,,
rt2022-3,B,,,,,,,,,,
rt2022-3,C,,,,,,,,,,
rt2022-4,A,Daniel,,,,,,,,,
rt2022-4,B,,,,,,,,,,
rt2022-4,C,,,,,,,,,,
rt2023-1,A,Alex,Alex Vyatkin,,,,,,,,
rt2023-1,B,Daniel,Daniel Friedman,01:20,,,,,,,
rt2023-1,C,Bleu,Bleu Knight,01:34,,,,,,,
,,,,,,,,,,,
,,Alex,Alex Vyatkin,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
sy2021kf1,A,Daniel,,,,,,,,,
sy2021kf1,B,,,,,,,,,,
sy2021kf1,C,,,,,,,,,,
sy2021kf2,A,Daniel,,,,,,,,,
sy2021kf2,B,,,,,,,,,,
sy2021kf2,C,,,,,,,,,,
sy2021kf3,A,Daniel,,,,,,,,,
sy2021kf3,B,,,,,,,,,,
sy2021kf3,C,,,,,,,,,,
sy2022ro1,A,Daniel,,,,,,,,,
sy2022ro1,B,,,,,,,,,,
sy2022ro1,C,,,,,,,,,,
sy2022ro2,A,Daniel,,,,,,,,,
sy2022ro2,B,,,,,,,,,,
sy2022ro2,C,,,,,,,,,,
ts001,A,Daniel,Daniel Friedman,,,,,,,,
ts001,B,Krzysztof,Krzysztof Wos,,,,,,,,
ts001,C,,,,,,,,,,
ts002,A,Bleu,Bleu Knight,,,,,,,,
ts002,B,Daniel,Daniel Friedman,,,,,,,,
ts002,C,,,,,,,,,,
,,,,,,,,,,,
bs001_01,A,Daniel,Daniel Friedman,,,,,,,,
bs001_01,B,Bleu,Bleu Knight,,,,,,,,
bs001_01,C,Tyler,Tyler Sullberg,,,,,,,,
bs001_02,A,Daniel,Daniel Friedman,00:07,,,,,,,
bs001_02,B,Bleu,Bleu Knight,00:20,,,,,,,
bs001_02,C,Tyler,Tyler Sullberg,01:42,,,,,,,
bs001_03,A,Daniel,Daniel Friedman,00:08,,,,,,,
bs001_03,B,Bleu,Bleu Knight,00:29,,,,,,,
bs001_03,C,Tyler,Tyler Sullberg,01:33,,,,,,,
bs001_04,A,Daniel,Daniel Friedman,00:08,,,,,,,
bs001_04,B,Bleu,Bleu Knight,00:29,,,,,,,
bs001_04,C,Tyler,Tyler Sullberg,01:33,,,,,,,
bs001_1,A,Daniel,Daniel Friedman,00:07,,,,,,,
bs001_1,B,Tyler,Tyler Sullberg,00:21,,,,,,,
bs001_1,C,Bijan,Bijan Khezri,00:32,,,,,,,
bs001_1,D,Bleu,Bleu Knight,02:31,,,,,,,
bs001_06,A,Daniel,Daniel Friedman,00:06,,,,,,,
bs001_06,B,Bleu,Bleu Knight,00:19,,,,,,,
bs001_06,C,Tyler,Tyler Sullberg,02:07,,,,,,,
bs001_07,A,Daniel,Daniel Friedman,00:04,,,,,,,
bs001_07,B,Bleu,Bleu Knight,00:19,,,,,,,
bs001_07,C,Tyler,Tyler Sullberg,01:35,,,,,,,
bs001_08,A,Daniel,Daniel Friedman,,,,,,,,
bs001_08,B,Bleu,Bleu Knight,,,,,,,,
bs001_08,C,Tyler,Tyler Sullberg,,,,,,,,
bs001_09,A,Bleu,Bleu Knight,,,,,,,,
bs001_09,B,Daniel,Daniel Friedman,,,,,,,,
bs001_09,C,Tyler,Tyler Sullberg,,,,,,,,
bs001_10,B,Daniel,Daniel Friedman,00:07,,,,,,,
bs001_10,A,Bleu,Bleu Knight,00:19,,,,,,,
bs001_10,C,Tyler,Tyler Sullberg,,,,,,,,
bs001_012,A,Daniel,Daniel Friedman,,,,,,,,
bs001_012,B,Bleu,Bleu Knight,,,,,,,,
bs001_012,C,Tyler,Tyler Sullberg,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
bs002_01,A,Daniel,Daniel Friedman,00:06,,,,,,,
bs002_01,B,Thomas,Thomas Parr,00:43,,,,,,,
bs002_01,C,Ali,Ali Rahmjoo,05:39,,,,,,,
bs002_01,D,Terry,Terry Muldoon,51:46,,,,,,,
bs002_0,A,Ali,Ali Rahmjoo,01:53,,,,,,,
bs002_0,B,Daniel,Daniel Friedman,00:06,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
rvLs-2022,A,Daniel,Daniel Friedman,00:08,,,2022 Active Inference Livestream Review,,,,
rvLs-2022,B,Dean,Dean Tickles,02:16,,,,,,,
,,,,,,,,,,,
MaVaTh-1,A,Maria,Maria Luiza Iennaco de Vasconcelos,,,,,,,,
MaVaTh-1,B,Osvaldo,Osvaldo Pessoa,,,,,,,,
MaVaTh-1,C,Gustavo,Gustavo Toledo,,,,,,,,
MaVaTh-1,D,Filipe,Filipe Carijó,,,,,,,,
MaVaTh-1,E,Joao,João Kogler,,,,,,,,
,,,,,,,,,,,
sigmInst-1,A,Daniel,Daniel Friedman,00:02,,,,,,,
sigmInst-1,B,Adam,Adam Pease,00:29,,,,,,,
sigmInst-1,C,Dave,David Douglass,01:33,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
AATxtBk_C01-01,A,Daniel,Daniel Friedman,,,,,,,,
AATxtBk_C01-01,B,Ivan,Ivan Metelkin,09:40,,,,,,,
AATxtBk_C01-01,C,Alex,Alex Vyatkin,14:00,,,,,,,
AATxtBk_C01-01,D,Bleu,Bleu Knight,17:30,,,,,,,
AATxtBk_C01-01,E,Rohan,Rohan Sundar,19:03,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
AATxtBk_C04-01,B,Daniel,Daniel Friedman,,,,,,,,
AATxtBk_C04-01,A,,,,,,,,,,
AATxtBk_C04-01,C,,,,,,,,,,
AATxtBk_C04-01,D,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
ms211,A,SC,Sean Carroll,,,,,,,,
msAMA-2023-02,A,SC,Sean Carroll,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
wolfr2023-02-15,A,SW,Stephen Wolfram,05:26,,,,,,,
wolfr2023-02-15,B,TS,Terry Sejnowski,05:47,,,,,,,
,,,,,,,,,,,
wolfr2022-02-01,A,SW,Stephen Wolfram,00:02,,,,,,,
wolfr2022-02-01,B,TS,Terry Sejnowski,00:30,,,,,,,
,,,,,,,,,,,
eyeOnAI_20230119,A,Craig,Craig S. Smith,,,,,,,,
eyeOnAI_20230119,B,Geoff,Geoffrey Hinton,,,,,,,,
,,,,,,,,,,,
wsf20200201-1,A,Intro,Introduction,00:08,,,,,,,
wsf20200201-1,B,Jane,Jane Goodall (recorded),02:26,02:26,02:54,,,,,
wsf20200201-1,C,(unknown),(unknown),02:59,,,,,,,
wsf20200201-1,D,Faith,Faith Salie,04:09,,,,,,,
wsf20200201-1,B,Suzana,Suzana Herculano-Houzel ,05:30,05:30,1:33:46,,,,,
wsf20200201-1,E,Rex,Rex Harrison (recorded),20:01,20:01,20:03,,,,,
wsf20200201-1,F,Suzana,Suzana Herculano-Houzel ,12:43,12:43,12:44,,,,,
wsf20200201-1,E,Denise Herzing ,Denise Herzing ,21:00,,,,,,,
,,,,,,,,,,,
ASC_23-03-19,A,Jude,Judith (Jude) Lombardi,,,,,,,,
ASC_23-03-19,B,Paul,Paul Pangaro,,,,,,,,
ASC_23-03-19,C,,,,,,,,,,
ASC_23-03-19,D,,,,,,,,,,
ASC_23-03-19,B,,,,,,,,,,
ASC_23-03-19,E,,,,,,,,,,
ASC_23-03-19,F,,,,,,,,,,
,,,,,,,,,,,
Samadi_Biven1,A,Andrea,Andrea Samadi,,,,,,,,
Samadi_Biven1,B,Lucy,Lucy Biven,,,,,,,,
ASC_23-01-07,A,Paul,Paul Pangaro,,,,,,,,
ASC_23-01-07,B,,,,,,,,,,
,,,,,,,,,,,
Chom04_1,A,Chomsky,Noam Chomsky,,,,,,,,
Chom04_2,A,Chomsky,Noam Chomsky,,,,,,,,
Chom04_2,B,,,,,,,,,,
,,,,,,,,,,,
ideas2021_11,A,Friston,Karl Friston,,,,,,,,
ideas2021_15,A,Friston,Karl Friston,,,,,,,,
ideas2021_16,A,Friston,Karl Friston,,,,,,,,
ideas2021_16,BB,,,,,,,,,,
ideas2021_04,A,Sporns,Olof Sporns,,,,,,,,
ideas2021_09,A,Sporns,Olof Sporns,,,,,,,,
,,,,,,,,,,,
ISSS2021-01,A,,,,,,,,,,
ISSS2021-01,B,Paul,Paul Pangaro,00:18,,,,,,,
ISSS2021-01,C,Jawahar,Jawahar Bjalla,37:37,,,Sydney AU,,,,
ISSS2021-01,D,Tomas ,Tomas,43:10,,,"(SS Health, Hong Kong)",,,,
ISSS2021-01,B,,,,,,,,,,
ISSS2021-01,E,James,James Bryant,,,,,,,,
ISSS2021-01,F,roo,Roo,48:36,,,,,,,
ISSS2021-01,,Allenna,Allenna Leonard,50:53,,,,,,,
ISSS2021-01,G,Robert,Robert Johannson,51:58,,,Winnipeg,,,,
ISSS2021-01,H,Ben,Ben Sweeting,53:36,,,"U. Brighton, UC London. orcid: 0000-0003-3398-1637",,,,
,,,,,,,,,,,
,,,,,,,,,,,
Beast_02-03,A,Stephen,Stephen Rae,,,,,,,,
Beast_02-03,B,Richard,Richard T. Cole,,,,,,,,
,,,,,,,,,,,
Beast_02-04,A,Stephen,Stephen Rae,,,,,,,,
Beast_02-04,B,Richard,Richard T. Cole,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
LHLManha_20230506-1,A,,,,,,,,,,
LHLManha_20230506-1,B,Dennis,Dennis Speed,,,,,,,,
LHLManha_20230506-1,C,,,,,,,,,,
LHLManha_20230506-1,D,,,,,,,,,,
LHLManha_20230506-1,B,,,,,,,,,,
LHLManha_20230506-1,E,,,,,,,,,,
LHLManha_20230506-1,F,,,,,,,,,,
LHLManha_20230506-1,G,,,,,,,,,,
LHLManha_20230506-1,H,,,,,,,,,,
LHLManha_20230506-1,J,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
doooov_20230508,A,Doooovid,Doooovid,,,,,,,,
doooov_20230528,A,Doooovid,Doooovid,,,,,,,,
doooov_20230604-01,A,Doooovid,Doooovid,,,,,,,,
doooov_20230604-01,xxxx,Dave,Dave Douglass,,,,,,,,
doooov_20230604,C,Doooovid:art1,,44:00,,,,,,,
doooov_20230604,D,Doooovid:art2,,,,,,,,,
doooov_20230604-1-08,A,Doooovid,Doooovid,,,,,,,,
doooov_20230604-1-08,B,Dave,Dave Douglass,,,,,,,,
doooov_20230604-1-08A,A,Doooovid,Doooovid,,,,,,,,
doooov_20230604-1-08A,B,Dave,Dave Douglass,,,,,,,,
,,,,,,,,,,,
doooov_20230612-01,A,Doooovid,Doooovid,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
cFPIP-01LA,B,Daniel,Daniel Friedman,,,,,,,,
cFPIP-01LA,C,Ander,Ander Aguirre,,,,,,,,
cFPIP-01LA,A,Chris,Chris Fields,,,,,,,,
cFPIP-01W,B,Daniel,Daniel Friedman,06:00,,,,,,,
cFPIP-01W,A,Ander,Ander Aguirre,,,,,,,,
cFPIP-01W,C,Ross,Ross Berger,02:17,,,,,,,
cFPIP-01W,D,Avel,Avel Guenin-Carlut,02:56,,,,,,,
cFPIP-01W,E,Bleu,Bleu Knight,,,,,,,,
cFPIP-01W,F,Alexey,Alexey Tolchinsky,,,,,,,,
cFPIP-01W,G,Francesco,Francesco Balzan,,,,,,,,
cFPIP-01W,H,Corby,Corby Pryor,06:52,,,,,,,
cFPIP-01W,F,Ali,Ali Rahmjoo,,,,,,,,
cFPIP-01W,G,Dean,Dean Tickles,,,,,,,,
cFPIP-01W,I,Ali,Ali Rahmjoo,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
#Pask at ARI,,,,,,,,,,,
ari26aug82,A,Ruth,ARI Chairman Ruth,,,,,,,,
ari26aug82,B,Gordon,Gordon Pask,,,,,,,,
ari26aug82,C,Jeff,Jeffrey Nicholl,,,,,,,,
,,,,,,,,,,,
ari31aug82-1A,A,Ruth,ARI Chairman Ruth,,,,,,,,
ari31aug82-1A,B,,,,,,,,,,
ari31aug82-1A,C,,,,,,,,,,
,,,,,,,,,,,
ari31aug82-1B,A,Gordon,Gordon Pask,,,,,,,,
ari31aug82-1B,B,,,,,,,,,,
,,,,,,,,,,,
ari31aug82-2AB,A,Gordon,Gordon Pask,,,,,,,,
ari31aug82-2AB,B,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
gt82-01a,,,,,,,,,,,
gt82-01b,,,,,,,,,,,
gt82-02a,,,,,,,,,,,
gt82-02b,,,,,,,,,,,
gt82-03a,,,,,,,,,,,
gt82-03b,,,,,,,,,,,
gt82-04a,,,,,,,,,,,
gt82-04b,,,,,,,,,,,
gt82-05a,,,,,,,,,,,
gt82-05aL,,,,,,,,,,,
gt82-05aR,,,,,,,,,,,
gt82-05b,,,,,,,,,,,
gt82-05bL,,,,,,,,,,,
gt82-05bR,,,,,,,,,,,
gt82-06a,,,,,,,,,,,
gt82-06b,,,,,,,,,,,
gt82-07a,,,,,,,,,,,
gt82-07b,,,,,,,,,,,
gt82-08a,,,,,,,,,,,
gt82-09a,,,,,,,,,,,
gt82-09b,,,,,,,,,,,
gt82-10a,,,,,,,,,,,
gt82-10b,,,,,,,,,,,
gt82-11a,,,,,,,,,,,
gt82-11b,,,,,,,,,,,
gt82-12a,,,,,,,,,,,
gt82-12b,,,,,,,,,,,
,,,,,,,,,,,
paskChen-a,,,,,,,,,,,
paskChen-b,,,,,,,,,,,
,,,,,,,,,,,
paskPangConv,,,,,,,,,,,
,,,,,,,,,,,
01_pask12a,,,,,,,,,,,
02_pask15,,,,,,,,,,,
03_pask15a,,,,,,,,,,,
04_pask,,,,,,,,,,,
05_pask26,,,,,,,,,,,
,,,,,,,,,,,
paskPang_11B1,,,,,,,,,,,
paskPang_11B,,,,,,,,,,,
,,,,,,,,,,,
paskNotDup,A,,,,,,,,,,
paskNotDup,B,,,,,,,,,,
paskNotDup,C,,,,,,,,,,
,,,,,,,,,,,
SSSE2022B-01,A,,,,,,,,,,
SSSE2022B-01,B,,,,,,,,,,
SSSE2022B-01,C,,,,,,,,,,
,,,,,,,,,,,
SSSE2022B-02,A,,,,,,,,,,
SSSE2022B-02,B,,,,,,,,,,
SSSE2022B-02,C,,,,,,,,,,
,,,,,,,,,,,
SSSE2022B-03,A,Lance,Lance Strate ,,,,,,,,
SSSE2022B-03,B,Susan,Susan Drucker,00:41,,,,,,,
SSSE2022B-03,C,Thom,Tom Giancarelli,,,,,,,,
SSSE2022B-03,D,Zhenbin,Zhenbin Sun,,,,,,,,
SSSE2022B-03,E,Chris,Chris Mayer,,,,,,,,
SSSE2022B-03,F,Laura,Laura Trujillo Liñan,,,,,,,,
,,,,,,,,,,,
SSSE2022B-04,A,Lance,Lance Strate,00:00,,,,,,,
SSSE2022B-04,B,Thom,Thom Gencarelli,02:00,,,,,,,
SSSE2022B-04,C,Ricardo,Ricardo Meneses,‘02:46,,,,,,,
SSSE2022B-04,D,Carmine,Carmine Giordano,‘14:07,,,,,,,
SSSE2022B-04,B,Thom,Thom Gencarelli,35:41,,,,,,,
SSSE2022B-04,E,Gina,Gina Valenti,35:53,,,,,,,
SSSE2022B-04,F,Martin,Martin H. Levinson,50:53,,,,,,,
SSSE2022B-04,G,Diane,Diane Cypkin,01:16:03,,,,,,,
SSSE2022B-04,H,Jacqueline,Jacqueline Rudig,01:25:08,,,,,,,
,,,,,,,,,,,
SSSE2022B-05,A,Lance,Lance Strate,,,,,,,,
SSSE2022B-05,B,Corey,Corey Anton,,,,,2,4,31,7480
,,,,,,,,,,,
cJToe-10,A,Curt,Curt Jaemungel,,,,,,,,
cJToe-10,B,Mike,Michael Levin,,,,,,,,
cJToe-10,C,Joscha,Joscha Bach,,,,,,,,
cJToe_Bio-10,A,Curt,Curt Jaemungel,,,,,,,,
cJToe_Bio-10,B,Mike,Michael Levin,,,,,,,,
