Series,Unique Event Name,Date,YouTube,Title or Name of Stream,Transcript,Github,Slides,Guests,Participants,Paper Link
Livestream,Livestream #028.0,9/6/2021,https://youtu.be/sjdjRJMRVfw,Towards a computational phenomenology of mental action: modelling meta-awareness and attentional control with deep parametric active inference,,,https://docs.google.com/presentation/d/1JZ_nZZVNIr2ORPsOf2Ek89C7mP1PfllJcY45vzSFAqc/edit?usp=sharing,,"Daniel Friedman,Dean Tickles,Bleu Knight,Stephen Sillett",Towards a computational phenomenology of mental action: modelling meta-awareness and attentional control with deep parametric active inference
Livestream,Livestream #027.2,8/31/2021,https://youtu.be/MWWV3U-Llk4,Active Inference: Applicability to Different Types of Social Organization Explained through Reference to Industrial Engineering and Quality Management,,,https://docs.google.com/presentation/d/1Z9V82S7GQGXk2Hflx9Rk2W6szrVP2CuGRdtS309b9Kg/edit?usp=sharing,Stephen Fox,"Daniel Friedman,Stephen Sillett,Bleu Knight",Active Inference: Applicability to Different Types of Social Organization Explained through Reference to Industrial Engineering and Quality Management
Livestream,Livestream #027.1,8/24/2021,https://youtu.be/Oq2oM55OKzE,Active Inference: Applicability to Different Types of Social Organization Explained through Reference to Industrial Engineering and Quality Management,,,https://docs.google.com/presentation/d/1Z9V82S7GQGXk2Hflx9Rk2W6szrVP2CuGRdtS309b9Kg/edit?usp=sharing,Stephen Fox,"Daniel Friedman,Dean Tickles,Stephen Sillett,Bleu Knight,Scott David",Active Inference: Applicability to Different Types of Social Organization Explained through Reference to Industrial Engineering and Quality Management
Livestream,Livestream #027.0,8/23/2021,https://youtu.be/qw0SkhnHWWI,Active Inference: Applicability to Different Types of Social Organization Explained through Reference to Industrial Engineering and Quality Management,,,https://docs.google.com/presentation/d/1-hTtKztSAMPLgMbS7mueT-QKXrtbxXsii03vZysezRI/edit?usp=sharing,,"Daniel Friedman,Dean Tickles,Bleu Knight",Active Inference: Applicability to Different Types of Social Organization Explained through Reference to Industrial Engineering and Quality Management
Livestream,Livestream #026.2,8/17/2021,https://youtu.be/SH2v6joMD4k,Bayesian Mechanics for Stationary Processes,,,https://docs.google.com/presentation/d/1ss_ITFhw4zUPlpTWS5hP3Xnzn7E-KCZvTfbdOsXFZk4/edit?usp=sharing,Lancelot Da Costa,"Daniel Friedman,Dave Douglass,Stephen Sillett,Dean Tickles,Scott David",Bayesian Mechanics for Stationary Processes
Livestream,Livestream #026.1,8/10/2021,https://youtu.be/1rHz3Ir5v9c,Bayesian Mechanics for Stationary Processes,,,https://docs.google.com/presentation/d/1ss_ITFhw4zUPlpTWS5hP3Xnzn7E-KCZvTfbdOsXFZk4/edit?usp=sharing,"Lancelot Da Costa,Conor Heins","Daniel Friedman,Dean Tickles,Avel GUÉNIN--CARLUT ,Stephen Sillett,Dave Douglass",Bayesian Mechanics for Stationary Processes
Livestream,Livestream #026.0,8/6/2021,https://youtu.be/eZlG_J7sPj4,Bayesian Mechanics for Stationary Processes,,,https://docs.google.com/presentation/d/14VXbkJZlQcxspCtu-PRrDqgCAw4qNbUfBZ5BzcsmvbU/edit?usp=sharing,,Daniel Friedman,Bayesian Mechanics for Stationary Processes
Livestream,Livestream #025.2,7/15/2021,https://youtu.be/XSYxOt8CRDI,The Computational Boundary of a “Self”: Developmental Bioelectricity Drives Multicellularity and Scale-Free Cognition,,,https://docs.google.com/presentation/d/1Z8ulDK8Hzk_0pcPvLUwYMr8e7PDipNZr4JNXwh09JgA/edit?usp=sharing,Michael Levin,"Bleu Knight,Cere Davis,Stephen Sillett",The Computational Boundary of a “Self”: Developmental Bioelectricity Drives Multicellularity and Scale-Free Cognition
Livestream,Livestream #025.1,7/6/2021,https://youtu.be/v0oJvbVuAF0,The Computational Boundary of a “Self”: Developmental Bioelectricity Drives Multicellularity and Scale-Free Cognition,,,https://docs.google.com/presentation/d/1Z8ulDK8Hzk_0pcPvLUwYMr8e7PDipNZr4JNXwh09JgA/edit?usp=sharing,,"Daniel Friedman,Dave Douglass,Stephen Sillett,Bleu Knight,Scott David",The Computational Boundary of a “Self”: Developmental Bioelectricity Drives Multicellularity and Scale-Free Cognition
Livestream,Livestream #025.0,7/1/2021,https://youtu.be/4JfGs_m5QHo,The Computational Boundary of a “Self”: Developmental Bioelectricity Drives Multicellularity and Scale-Free Cognition,,,https://docs.google.com/presentation/d/1CfvKhuCVHtGzMFjj9F2x6hcpyQbUrXhphUnZiRi9tYE/edit?usp=sharing,,"Daniel Friedman,Bleu Knight,Cere Davis",The Computational Boundary of a “Self”: Developmental Bioelectricity Drives Multicellularity and Scale-Free Cognition
Livestream,Livestream #024.2,6/29/2021,https://youtu.be/lqxl8w_JGek,An empirical evaluation of active inference in multi-armed bandits,,,https://docs.google.com/presentation/d/1mYoHk74Y4nw5m31xV8V2yo7G9k-MQ1iS7cOUasDoNPM/edit?usp=sharing,,,An empirical evaluation of active inference in multi-armed bandits
Livestream,Livestream #024.1,6/22/2021,https://youtu.be/a089q9RaI14,An empirical evaluation of active inference in multi-armed bandits,,,https://docs.google.com/presentation/d/1mYoHk74Y4nw5m31xV8V2yo7G9k-MQ1iS7cOUasDoNPM/edit?usp=sharing,,,An empirical evaluation of active inference in multi-armed bandits
Livestream,Livestream #024.0,6/16/2021,https://youtu.be/Fx7xWUU1MlI,An empirical evaluation of active inference in multi-armed bandits,,,https://docs.google.com/presentation/d/1WXpDgPJkfvBvCjwOWfGgYLLZeuLWFsHu_MQfq6aZ0J8/edit?usp=sharing,,,An empirical evaluation of active inference in multi-armed bandits
Livestream,Livestream #023.2,6/15/2021,https://youtu.be/bjYUbKlfHUo,Embodied skillful performance: where the action is,,,https://docs.google.com/presentation/d/1ZddeR2vCl-rt8IuQNtykOAWRUEIlGt4HOQhrk3ccnBM/edit?usp=sharing,,,Embodied skillful performance: where the action is
Livestream,Livestream #023.1,6/8/2021,https://youtu.be/PgzQrHSu1CU,Embodied skillful performance: where the action is,,,https://docs.google.com/presentation/d/1ZddeR2vCl-rt8IuQNtykOAWRUEIlGt4HOQhrk3ccnBM/edit?usp=sharing,,,Embodied skillful performance: where the action is
Livestream,Livestream #023.0,5/27/2021,https://youtu.be/8JrGE02KzuY,Embodied skillful performance: where the action is,,,https://docs.google.com/presentation/d/1ZddeR2vCl-rt8IuQNtykOAWRUEIlGt4HOQhrk3ccnBM/edit?usp=sharing,,,Embodied skillful performance: where the action is
Livestream,Livestream #022.2,5/25/2021,https://youtu.be/wiUDw6vk644,Psychophysical identity and free energy,,,https://docs.google.com/presentation/d/1NPcs775aN9Tct0sBIPzQRiimVlNhl9GTEHoi_tMw8lM/edit?usp=sharing,,,Psychophysical identity and free energy
Livestream,Livestream #022.1,5/18/2021,https://youtu.be/v60cQUiu1NE,Psychophysical identity and free energy,,,https://docs.google.com/presentation/d/1NPcs775aN9Tct0sBIPzQRiimVlNhl9GTEHoi_tMw8lM/edit?usp=sharing,,,Psychophysical identity and free energy
Livestream,Livestream #022.0,5/13/2021,https://youtu.be/bNB-7nQDdwM,Psychophysical identity and free energy,,,https://docs.google.com/presentation/d/1u-AywrzTLyaiWrbcKBfiqPiwv0pUzwNLjJ5fqUQY274/edit?usp=sharing,,,Psychophysical identity and free energy
Livestream,Livestream #021.2,5/11/2021,https://youtu.be/i5WwQ4WXGNo,"Science-Driven Societal Transformation, Part I: Worldview                                                 Science-Driven Societal Transformation, Part II: Motivation and Strategy                                                       Science-Driven Societal Transformation, Part III: Design",,,https://jamboard.google.com/d/1KELstZlk_6uRxN3kecjlzzKjyjJ3DMUwDWWi4AAtbk8/edit?usp=sharing,,,"Science-Driven Societal Transformation, Part I: Worldview                                                 Science-Driven Societal Transformation, Part II: Motivation and Strategy                                                       Science-Driven Societal Transformation, Part III: Design"
Livestream,Livestream #021.1,5/4/2021,https://youtu.be/mbEqoCV16q4,"Science-Driven Societal Transformation, Part I: Worldview                                                 Science-Driven Societal Transformation, Part II: Motivation and Strategy                                                       Science-Driven Societal Transformation, Part III: Design",,,https://jamboard.google.com/d/1xh6lP2PKOQK4gCxitdfeid9lKdBSoG2w5bZ6b6ZS1mE/edit?usp=sharing,,,"Science-Driven Societal Transformation, Part I: Worldview                                                 Science-Driven Societal Transformation, Part II: Motivation and Strategy                                                       Science-Driven Societal Transformation, Part III: Design"
Livestream,Livestream #021.04,4/27/2021,https://youtu.be/PakWPvu07OM,"Science-Driven Societal Transformation, Part I: Worldview                                                 Science-Driven Societal Transformation, Part II: Motivation and Strategy                                                       Science-Driven Societal Transformation, Part III: Design",,,https://jamboard.google.com/d/1RcXDX9uj51hUCVD2qa4P10lJMorCAfDyTMhT4muzx_o/edit?usp=sharing,,,"Science-Driven Societal Transformation, Part I: Worldview                                                 Science-Driven Societal Transformation, Part II: Motivation and Strategy                                                       Science-Driven Societal Transformation, Part III: Design"
Livestream,Livestream #020.2,4/27/2021,https://youtu.be/q3qBepJf3vA,The Emperor’s New Markov Blankets [2020 version],,,https://docs.google.com/presentation/d/12vkZTEbPSSfVn8NCy-Qli9w2OTPyD6Lf2f_N0d1UDc8/edit?usp=sharing,,,The Emperor’s New Markov Blankets [2020 version]
Livestream,Livestream #021.03,4/20/2021,https://youtu.be/idO34jucRIw,"Science-Driven Societal Transformation, Part I: Worldview                                                 Science-Driven Societal Transformation, Part II: Motivation and Strategy                                                       Science-Driven Societal Transformation, Part III: Design",,,https://jamboard.google.com/d/1sCGCZirNnchkzscph1GY-40ozm8s_bNkgVvtsAqMVc8/edit?usp=sharing,,,"Science-Driven Societal Transformation, Part I: Worldview                                                 Science-Driven Societal Transformation, Part II: Motivation and Strategy                                                       Science-Driven Societal Transformation, Part III: Design"
Livestream,Livestream #020.1,4/20/2021,https://youtu.be/szCSh8pVEa4,The Emperor’s New Markov Blankets [2020 version],,,https://docs.google.com/presentation/d/12vkZTEbPSSfVn8NCy-Qli9w2OTPyD6Lf2f_N0d1UDc8/edit?usp=sharing,,,The Emperor’s New Markov Blankets [2020 version]
Livestream,Livestream #020.0,4/15/2021,https://youtu.be/1VTviUyntt8,The Emperor’s New Markov Blankets [2020 version],,,https://docs.google.com/presentation/d/1jub3Xa2oeYQS1EPVzbDsEpAIsdBeuY2eM7X7W4QlRuE/edit?usp=sharing,,,The Emperor’s New Markov Blankets [2020 version]
Livestream,Livestream #019.2,4/13/2021,https://youtu.be/z_hArARMQ20,Deeply Felt Affect: The Emergence of Valence in Deep Active Inference,,,https://docs.google.com/presentation/d/1SZRv4S_isYFO-XfXdO8xXMuVW57iCHESJb_u4UAKqfs/edit#slide=id.gc77d90b7ef_1_17,,,Deeply Felt Affect: The Emergence of Valence in Deep Active Inference
Livestream,Livestream #019.1,4/6/2021,https://youtu.be/SMQvRspIzpQ,Deeply Felt Affect: The Emergence of Valence in Deep Active Inference,,,https://docs.google.com/presentation/d/1SZRv4S_isYFO-XfXdO8xXMuVW57iCHESJb_u4UAKqfs/edit#slide=id.gc77d90b7ef_1_17,,,Deeply Felt Affect: The Emergence of Valence in Deep Active Inference
Livestream,Livestream #019.0,4/1/2021,https://youtu.be/1FbOzAJ8CRQ,Deeply Felt Affect: The Emergence of Valence in Deep Active Inference,,,https://docs.google.com/presentation/d/1TLJIBjFBHxqk45Sa74Wl-EjwEMdnQiX1DkKJTL2oeuQ/edit#slide=id.gc77d90b7ef_1_17,,,Deeply Felt Affect: The Emergence of Valence in Deep Active Inference
Livestream,Livestream #018.2,3/30/2021,https://youtu.be/Y8Y4f-SEcsI,The predictive global neuronal workspace: A formal active inference model of visual consciousness,,,https://docs.google.com/presentation/d/1UywNkjSzzH8qFJFABJ-KefseWpm2KNcuNH_U9Vo58ck/edit#slide=id.gc77d90b7ef_1_17,,,The predictive global neuronal workspace: A formal active inference model of visual consciousness
Livestream,Livestream #018.1,3/23/2021,https://youtu.be/Y8Y4f-SEcsI,The predictive global neuronal workspace: A formal active inference model of visual consciousness,,,https://docs.google.com/presentation/d/1UywNkjSzzH8qFJFABJ-KefseWpm2KNcuNH_U9Vo58ck/edit#slide=id.gc77d90b7ef_1_17,,,The predictive global neuronal workspace: A formal active inference model of visual consciousness
Livestream,Livestream #018.0,3/17/2021,https://youtu.be/1z1MHiHiYuM,The predictive global neuronal workspace: A formal active inference model of visual consciousness,,,https://docs.google.com/presentation/d/1SDRSg_NP6R_t_9wcW4R1C7zmHllBZnHNw517WE4tMls/edit#slide=id.gc77d90b7ef_1_17,,,The predictive global neuronal workspace: A formal active inference model of visual consciousness
Livestream,Livestream #017.2,3/16/2021,https://youtu.be/zF-EUnA-di4,Information flow in context-dependent hierarchical Bayesian inference,,,https://docs.google.com/presentation/d/1vlpIHLnxX6dccJ8HtbiKG-JMZz2WSfzlMW9rCqeU7Zs/edit#slide=id.gbae9eeb266_0_1446,,,Information flow in context-dependent hierarchical Bayesian inference
Livestream,Livestream #017.1,3/9/2021,https://youtu.be/ldg2An-tEIE,Information flow in context-dependent hierarchical Bayesian inference,,,https://docs.google.com/presentation/d/1vlpIHLnxX6dccJ8HtbiKG-JMZz2WSfzlMW9rCqeU7Zs/edit#slide=id.gbae9eeb266_0_1446,,,Information flow in context-dependent hierarchical Bayesian inference
Livestream,Livestream #017.0,3/3/2021,https://youtu.be/o7sJ-5vFJGk,Information flow in context-dependent hierarchical Bayesian inference,,,https://docs.google.com/presentation/d/1Ttkd0jH4oezXSOy4zWV2IQpt50oT6DfxV0TNJO8QZks/edit#slide=id.gbae9eeb266_0_1446,,,Information flow in context-dependent hierarchical Bayesian inference
Livestream,Livestream #016.2,2/23/2021,https://youtu.be/93lAa-xEmHY,“The neural correlates of consciousness under the free energy principle: From computational correlates to computational explanation”,,,https://docs.google.com/presentation/d/1eJXT_K34o_yZB92UpPUjf32gtYj268yY7sZfhGGNk6c/edit#slide=id.gb7b2774d68_0_0,,,“The neural correlates of consciousness under the free energy principle: From computational correlates to computational explanation”
Livestream,Livestream #016.1,2/16/2021,https://youtu.be/P6LiF4gTfUo,“The neural correlates of consciousness under the free energy principle: From computational correlates to computational explanation”,,,https://docs.google.com/presentation/d/1eJXT_K34o_yZB92UpPUjf32gtYj268yY7sZfhGGNk6c/edit#slide=id.gb7b2774d68_0_0,,,“The neural correlates of consciousness under the free energy principle: From computational correlates to computational explanation”
Livestream,Livestream #016.0,2/11/2021,https://youtu.be/i13aBAWuJxk,“The neural correlates of consciousness under the free energy principle: From computational correlates to computational explanation”,,,https://docs.google.com/presentation/d/1WeVqrV_uOJOWTOlEiD24xOzWx95_3UGxinrAg_eQ4uY/edit#slide=id.gbae9eeb266_0_1446,,,“The neural correlates of consciousness under the free energy principle: From computational correlates to computational explanation”
Livestream,Livestream #015.2,2/9/2021,https://youtu.be/iJp_Tm6Ej68,"“Free-Energy Principle, Computationalism and Realism: a Tragedy""",,,https://docs.google.com/presentation/d/1C9UmqOIPMqgaZFsYWekBFT7ViPs9Fj1v7C24-3kJIrc/edit#slide=id.gb7b2774d68_0_0,,,"“Free-Energy Principle, Computationalism and Realism: a Tragedy"""
Livestream,Livestream #015.1,2/2/2021,https://youtu.be/5VPKmVoRvRY,"“Free-Energy Principle, Computationalism and Realism: a Tragedy""",,,https://docs.google.com/presentation/d/1C9UmqOIPMqgaZFsYWekBFT7ViPs9Fj1v7C24-3kJIrc/edit#slide=id.gb7b2774d68_0_0,,,"“Free-Energy Principle, Computationalism and Realism: a Tragedy"""
Livestream,Livestream #015.0,1/27/2021,https://youtu.be/6Z-6p1XPn8A,"“Free-Energy Principle, Computationalism and Realism: a Tragedy""",,,https://docs.google.com/presentation/d/1uk-3Eom6g5FILjAW3ZxPEncIvn9ZQ2Pu79pnreanA64/edit#slide=id.gb7b2774d68_0_0,,,"“Free-Energy Principle, Computationalism and Realism: a Tragedy"""
Livestream,Livestream #014.2,1/26/2021,https://youtu.be/4Mu8lDqzBog,“The Math is not the Territory: Navigating the Free Energy Principle”,,,https://docs.google.com/presentation/d/1Cg-kPpC9EJERZ6EE2jyYY1uwOjyKt9iQBp7rDEsXSSA/edit#slide=id.gb8d5556bd5_0_0,,,“The Math is not the Territory: Navigating the Free Energy Principle”
Livestream,Livestream #014.1,1/19/2021,https://youtu.be/gQQyd8Hd3AA,“The Math is not the Territory: Navigating the Free Energy Principle”,,,https://docs.google.com/presentation/d/1zR59fYvswFksbYq0AjqhPBoRLRFG3OekkvlpH_4HfAY/edit#slide=id.gb718902657_0_0,,,“The Math is not the Territory: Navigating the Free Energy Principle”
Livestream,Livestream #014.0,1/16/2021,https://www.youtube.com/watch?v=Uheml5XRCWk,“The Math is not the Territory: Navigating the Free Energy Principle”,,,https://docs.google.com/presentation/d/1nLhnwipxGXykAPCWEPrlWAwgA6tiaFhJgdGdDaUQqoQ/edit#slide=id.gb30e549993_0_0,,,“The Math is not the Territory: Navigating the Free Energy Principle”
Livestream,Livestream #013.2,1/12/2021,https://youtu.be/PyyHd4P8dbs,Integrating Cybernetic Big Five Theory with the Free Energy Principle: A new strategy for modeling personalities as complex systems,,,https://docs.google.com/presentation/d/1XG1blc-SWx6wbPEe9rHhDJOh72scFlqNKUSar5JP1XA/edit#slide=id.gaa358daca6_0_0,,,Integrating Cybernetic Big Five Theory with the Free Energy Principle: A new strategy for modeling personalities as complex systems
Livestream,Livestream #013.1,1/5/2021,https://youtu.be/QG2gOoX4XdA,Integrating Cybernetic Big Five Theory with the Free Energy Principle: A new strategy for modeling personalities as complex systems,,,https://docs.google.com/presentation/d/1nUK1ViR9QBhyWKnx7aSUyRIFK_bhV7uH4q8qR30bEMg/edit#slide=id.gaa358daca6_0_0,Adam Safron,"Daniel Friedman,Bleu Knight,Shannon Proksch,Stephen Sillett,Marco Lin",Integrating Cybernetic Big Five Theory with the Free Energy Principle: A new strategy for modeling personalities as complex systems
Livestream,Livestream #013.0,1/3/2021,https://youtu.be/8dPps0qLrp4,Integrating Cybernetic Big Five Theory with the Free Energy Principle: A new strategy for modeling personalities as complex systems,,,https://docs.google.com/presentation/d/1ExLwMwVIpquntz0u4QfdtvzlJpUMaK1Q-NMHbxlyRdk/edit,,Daniel Friedman,Integrating Cybernetic Big Five Theory with the Free Energy Principle: A new strategy for modeling personalities as complex systems
Livestream,Livestream #012.0,12/30/2020,https://youtu.be/qGQljJRCB0g,2020 Review and 2021 Directions,,,,,Daniel Friedman,n/a
Livestream,Livestream #011.2,12/29/2020,https://youtu.be/gx9yAF607ko,Sophisticated Affective Inference: Simulating Anticipatory Affective Dynamics of Imagining Future Events,,,,,,Sophisticated Affective Inference: Simulating Anticipatory Affective Dynamics of Imagining Future Events
Livestream,Livestream #011.1,12/22/2020,https://youtu.be/xCqavxpiw44,Sophisticated Affective Inference: Simulating Anticipatory Affective Dynamics of Imagining Future Events,,,,,,Sophisticated Affective Inference: Simulating Anticipatory Affective Dynamics of Imagining Future Events
Livestream,Livestream #011.0,12/16/2020,https://youtu.be/HSu9sDa6-BQ,Sophisticated Affective Inference: Simulating Anticipatory Affective Dynamics of Imagining Future Events,,,,,,Sophisticated Affective Inference: Simulating Anticipatory Affective Dynamics of Imagining Future Events
Livestream,Livestream #010.2,12/15/2020,https://youtu.be/IGKUS1W25rY,A variational approach to scripts,,,,,,A variational approach to scripts
Livestream,Livestream #010.1,12/8/2020,https://youtu.be/3Sg1sAlgQaM,A variational approach to scripts,,,,,"Daniel Friedman,Mahault Albarracin,Shannon Proksch,RJ Cordes,Bleu Knight,Ivan Metelkin,Sasha Mikhailova",A variational approach to scripts
Livestream,Livestream #010.0,12/2/2020,https://youtu.be/5DB77oxbABo,A variational approach to scripts,,,,,,A variational approach to scripts
Livestream,Livestream #009.2,12/1/2020,https://youtu.be/XYRKlh2c-ps,The Projective Consciousness Model and Phenomenal Selfhood,,,,,,The Projective Consciousness Model and Phenomenal Selfhood
Livestream,Livestream #009.1,11/24/2020,https://youtu.be/pSWRTkmR8eg,The Projective Consciousness Model and Phenomenal Selfhood,,,,,"Daniel Friedman,Alex Kiefer,Shannon Proksch,Mathias Quoy,Ivan Metelkin,Sasha Mikhailova,Alex Vyatkin,Stephen Sillett,Lee Eyre",The Projective Consciousness Model and Phenomenal Selfhood
Livestream,Livestream #009.0,11/18/2020,https://youtu.be/XnOfWFnN2iI,The Projective Consciousness Model and Phenomenal Selfhood,,,,,,The Projective Consciousness Model and Phenomenal Selfhood
Livestream,Livestream #008.2,11/17/2020,https://youtu.be/gv8RuRiZTQA,Scaling active inference,,,,Alec Tschantz,"Daniel Friedman,Bleu Knight",Scaling active inference
Livestream,Livestream #008.0,11/14/2020,https://youtu.be/kXw1CPRkJCw,Scaling active inference,,,,,Daniel Friedman,Scaling active inference
Livestream,Livestream #008.1,11/10/2020,https://youtu.be/zG0qP7un91k,Scaling active inference,,,,,,Scaling active inference
Livestream,Livestream #007.2,11/3/2020,https://youtu.be/qf4S9bK5VKQ,Variational ecology and the physics of sentient systems,,,,Maxwell Ramstead,"Daniel Friedman,Sasha Mikhailova,Shannon Proksch,Stephen Sillett",Variational ecology and the physics of sentient systems
Livestream,Livestream #007.1,10/27/2020 7:00 AM,https://youtu.be/72g62XJ-SpA,Variational ecology and the physics of sentient systems,,,,Maxwell Ramstead,"Daniel Friedman,Alex Vyatkin,Shannon Proksch,Sasha Mikhailova,Stephen Sillett,Lee Eyre,Martin Biehl,Muddy Bhatt",Variational ecology and the physics of sentient systems
Livestream,Livestream #007.0,10/23/2020 7:00 AM,https://youtu.be/7cJ8dmO3qlY,Variational ecology and the physics of sentient systems,,,,,Daniel Friedman,Variational ecology and the physics of sentient systems
Livestream,Livestream #006.2,10/20/2020 7:00 AM,https://youtu.be/y4tljwMAWho,A tale of two densities: active inference is enactive inference,,,,Maxwell Ramstead,"Daniel Friedman,Alejandra Ciria,Alex Vyatkin,Alex Kiefer,Shannon Proksch,Sasha Mikhailova,Mel Andrews",A tale of two densities: active inference is enactive inference
Livestream,Livestream #006.1,10/13/2020 7:00 AM,https://youtu.be/9IIsoNMRSb8,A tale of two densities: active inference is enactive inference,,,,Maxwell Ramstead,"Daniel Friedman,Lee Eyre,Alejandra Ciria,Alex Vyatkin,John Clippinger,Alex Kiefer,Shannon Proksch,Sasha Mikhailova,Stephen Sillett,Mathais",A tale of two densities: active inference is enactive inference
Livestream,Livestream #006.0,10/9/2020 7:00 AM,https://youtu.be/jHWCQ1dpoK0,A tale of two densities: active inference is enactive inference,,,,,Daniel Friedman,A tale of two densities: active inference is enactive inference
Livestream,Livestream #005.2,10/6/2020,https://youtu.be/V7yNq_KpHo8,Multiscale integration: beyond internalism and externalism,,,,,,Multiscale integration: beyond internalism and externalism
Livestream,Livestream #005.1,9/29/2020,https://youtu.be/B6Uqf_T-nec,Multiscale integration: beyond internalism and externalism,,,,,,Multiscale integration: beyond internalism and externalism
Livestream,Livestream #005.0,9/27/2020,https://youtu.be/g2n47dPUyNY,Multiscale integration: beyond internalism and externalism,,,,,,Multiscale integration: beyond internalism and externalism
Livestream,Livestream #004.2,9/22/2020,https://youtu.be/SAc1F1AWRAs,Cultural Affordances: Scaffolding Local Worlds Through Shared Intentionality and Regimes of Attention,,,,,,Cultural Affordances: Scaffolding Local Worlds Through Shared Intentionality and Regimes of Attention
Livestream,Livestream #004.1,9/15/2020,https://youtu.be/Y6qx6C1tmjs,Cultural Affordances: Scaffolding Local Worlds Through Shared Intentionality and Regimes of Attention,,,,,,Cultural Affordances: Scaffolding Local Worlds Through Shared Intentionality and Regimes of Attention
Livestream,Livestream #003.2,9/2/2020,https://youtu.be/ijuxHfPDd3U,A World Unto Itself: Human Communication as Active Inference,,,,,,A World Unto Itself: Human Communication as Active Inference
Livestream,Livestream #003.1,8/25/2020,https://youtu.be/mz7L4GD5g-E,A World Unto Itself: Human Communication as Active Inference,,,,,,A World Unto Itself: Human Communication as Active Inference
