Series,Unique Event Name,Date,YouTube,Title or Name of Stream,Transcript,Github,Slides,Guests,Participants,Paper Link
Livestream,Livestream #002,8/11/2020 10:00 AM,https://youtu.be/601-lt_8eVE,Is the free-energy principle a formal theory of semantics? From variational density dynamics to neural and phenotypic representations,,,,,"Ivan Metelkin,Sasha Mikhailova,Daniel Friedman",Is the free-energy principle a formal theory of semantics? From variational density dynamics to neural and phenotypic representations
Livestream,Livestream #001,7/28/2020 10:00 AM,https://youtu.be/C94WDXAe4EE,Narrative as active inference,,,,,"Ivan Metelkin,Alex Vyatkin,Daniel Friedman",Narrative as active inference
Symposium,Symposium Robotics 2022,7/31/2022,https://youtu.be/zm2d9o5n0PU,"2nd Applied Active Inference Symposium, part 1",https://zenodo.org/record/7402485,https://github.com/ActiveInferenceInstitute/ActiveInferenceJournal/tree/main/Applied%20Active%20Inference%20Symposium/2022%20Symposium%20on%20Robotics,,"Tim Schneider,Tim Verbelen,Ben White,Noor Sajid,Wen-Hua Chen",,2nd Applied Active Inference Symposium Program
Symposium,Symposium Robotics 2022,7/31/2022,https://youtu.be/dTVHHenms_Y,"2nd Applied Active Inference Symposium, part 2",https://zenodo.org/record/7402485,https://github.com/ActiveInferenceInstitute/ActiveInferenceJournal/tree/main/Applied%20Active%20Inference%20Symposium/2022%20Symposium%20on%20Robotics,,"Bruno Lara,Matt Brown,Adam Safron,JF Cloutier,Karl J Friston",,2nd Applied Active Inference Symposium Program
Symposium,Symposium Karl Friston 2021,6/21/2021,https://youtu.be/INRaCBikpso,"1st Applied Active Inference Symposium, part 1 (.edu)",https://zenodo.org/record/5797072,https://github.com/ActiveInferenceInstitute/ActiveInferenceJournal/tree/main/Applied%20Active%20Inference%20Symposium/2021%20Symposium%20with%20Karl%20Friston,https://docs.google.com/presentation/d/1gU16Kv-P7GFABKOeaC0P_axW9DllHuc7hoLKx-TVhTg/edit?usp=sharing,Karl J Friston,,"Transcript of: Karl Friston, 1st Applied Active Inference Symposium, Active Inference Lab, June 21, 2021"
Symposium,Symposium Karl Friston 2021,6/21/2021,https://youtu.be/INRaCBikpso,"1st Applied Active Inference Symposium, part 2 (.comms)",https://zenodo.org/record/5797072,https://github.com/ActiveInferenceInstitute/ActiveInferenceJournal/tree/main/Applied%20Active%20Inference%20Symposium/2021%20Symposium%20with%20Karl%20Friston,https://docs.google.com/presentation/d/1gU16Kv-P7GFABKOeaC0P_axW9DllHuc7hoLKx-TVhTg/edit?usp=sharing,Karl J Friston,,"Transcript of: Karl Friston, 1st Applied Active Inference Symposium, Active Inference Lab, June 21, 2021"
Symposium,Symposium Karl Friston 2021,6/21/2021,https://youtu.be/hW9IiOujS1E,"1st Applied Active Inference Symposium, part 3 (.tools)",https://zenodo.org/record/5797072,https://github.com/ActiveInferenceInstitute/ActiveInferenceJournal/tree/main/Applied%20Active%20Inference%20Symposium/2021%20Symposium%20with%20Karl%20Friston,https://docs.google.com/presentation/d/1gU16Kv-P7GFABKOeaC0P_axW9DllHuc7hoLKx-TVhTg/edit?usp=sharing,Karl J Friston,,"Transcript of: Karl Friston, 1st Applied Active Inference Symposium, Active Inference Lab, June 21, 2021"
MathStream,MathStream #004.1,9/13/2022,https://youtu.be/aN1GXOZp6xY,"David Spivak, Category Theory",,,,David Spivak,"Daniel Friedman,Bleu Knight",
MathStream,MathStream #003.1,6/9/2021,https://youtu.be/bBE2w_BpuAw,Shanna Dobson et al,,,https://docs.google.com/presentation/d/1_tqPS1D54F83tzGhXSXIUVbv93o6JlR-bkk-Ok3e23I/edit?usp=sharing,"Shanna Dobson,Robert Prentner,Adam Safron","Bleu Knight,Daniel Friedman",
MathStream,MathStream #002.1,5/6/2021,https://youtu.be/RQb6wLWoYok,“Diamond Holographic Principle and D-Emergent Time”,,,,Shanna Dobson,Daniel Friedman,
MathStream,MathStream #001.1,3/24/2021,https://youtu.be/1HKjMeEGLyY," ""Emergent Time and Chromatic Types""",,,,Shanna Dobson,"Cere Davis,Daniel Friedman",
OrgStream,OrgStream #003.1,11/3/2022,https://youtu.be/OwGNVmQIO9E,Governing Continuous Transformation: Re-framing the Strategy-Governance Conversation,,,,Bijan Khezri,Daniel Friedman,
OrgStream,OrgStream #002.1,1/21/2022,https://youtu.be/eUBT37LMlLo,Eugene Leventhal,https://zenodo.org/record/7447879,https://github.com/ActiveInferenceInstitute/ActiveInferenceJournal/tree/main/OrgStream/OrgStream_002,,Eugene Leventhal,Daniel Friedman,
OrgStream,OrgStream #001.1,10/28/2021,https://youtu.be/bUr87RcOQUQ,Richard D. Bartlett,https://zenodo.org/record/7447856,https://github.com/ActiveInferenceInstitute/ActiveInferenceJournal/tree/main/OrgStream/OrgStream_001,,Richard Bartlett,Daniel Friedman,
Twitter Spaces,Twitter Spaces #002,9/14/2022,https://youtu.be/Sb8A0jNzWPE,Can Web3 survive without cognitive modeling?,https://zenodo.org/record/7447924,https://github.com/ActiveInferenceInstitute/ActiveInferenceJournal/tree/main/Twitter%20Spaces/TwitterSpaces_002,,,,
Twitter Spaces,Twitter Spaces #001,12/9/2021,https://youtu.be/3SjbReGPZME,What is Buddha Mind? How does Active Inference relate?,https://zenodo.org/record/7447905,https://github.com/ActiveInferenceInstitute/ActiveInferenceJournal/tree/main/Twitter%20Spaces/TwitterSpaces_001,n/a,Krzysztof Woś,"Daniel Friedman,Bleu Knight",n/a
ReviewStream,"ReviewStream ",12/31/2022,https://youtu.be/4IL6KtlCn_o,2022 Active Inference Livestream Review,,https://github.com/ActiveInferenceInstitute/ActiveInferenceJournal/tree/main/ReviewStream/End%20of%202022%20Review,,,"Dean Tickles,Daniel Friedman",n/a
BookStream,BookStream #001.012,3/21/2023,https://www.youtube.com/watch?v=5IGzzm28qec,Governing Continuous Transformation,,,,,,
BookStream,BookStream #001.010,3/14/2023,https://www.youtube.com/watch?v=eIZjx0miM9o,Governing Continuous Transformation,,,https://docs.google.com/presentation/d/1JBxTlRk1TsPHCFp6VQjUHzas3EcacwqrFmD90vKwliM/edit#slide=id.gc77d90b7ef_1_17,,,
BookStream,BookStream #002.1,2/27/2023,https://www.youtube.com/watch?v=xlrZ00NQNHo,"Active Inference: The Free Energy Principle in Mind, Brain, and Behavior",,https://github.com/ActiveInferenceInstitute/ActiveInferenceJournal/tree/main/BookStream/BookStream_001,,Thomas Parr,Thomas Parr,"Active Inference: The Free Energy Principle in Mind, Brain, and Behavior"
BookStream,BookStream #001.2,2/15/2023,https://www.youtube.com/watch?v=DQhPABvJBFk,Governing Continuous Transformation,,,https://docs.google.com/presentation/d/16_LB77KnOPMzkDcKQYG3EawKGhDtL4ZJTGuwNIPsIHg/edit#slide=id.gc77d90b7ef_1_17,Bijan Khezri,"Bleu Knight,Tyler Sullberg,Daniel Friedman",
BookStream,BookStream #001.09,2/7/2023,https://youtu.be/3oFfxaKBBXY,Governing Continuous Transformation: Re-framing the Strategy-Governance Conversation,,,https://docs.google.com/presentation/d/1aeSoPa_0m3DKOjRV4Oq39XaJvVZ8ypchpbPbwgt1x0c/edit#slide=id.gc77d90b7ef_1_17,,"Bleu Knight,Daniel Friedman,Tyler Sullberg",
BookStream,BookStream #001.08,1/31/2023,https://youtu.be/yNZg5b63hb8,Governing Continuous Transformation: Re-framing the Strategy-Governance Conversation,,,https://docs.google.com/presentation/d/1WXYg04cTc-ufnAFNCVZyVoGmQwGoZTJrusw4EeqJ-Kw/edit#slide=id.gc77d90b7ef_1_17,,"Bleu Knight,Daniel Friedman,Tyler Sullberg",
BookStream,BookStream #001.07,1/24/2023,https://youtu.be/0_yvUA0lsdI,Governing Continuous Transformation: Re-framing the Strategy-Governance Conversation,,,https://docs.google.com/presentation/d/1o0bJjU0_snBbur4XFwH7gtAw9jzxbPqRr4zOabdPbWI/edit#slide=id.gc77d90b7ef_1_17,,"Bleu Knight,Daniel Friedman,Tyler Sullberg",
BookStream,BookStream #001.06,1/17/2023,https://youtu.be/0P_6ME2LpCw,Governing Continuous Transformation: Re-framing the Strategy-Governance Conversation,,https://github.com/ActiveInferenceInstitute/ActiveInferenceJournal/tree/main/BookStream/BookStream_001,https://docs.google.com/presentation/d/1gTiXABZ9SnjqxuinTE_EP25k0ii89EReW-V2j1XbFS8/edit#slide=id.gc77d90b7ef_1_17,,"Bleu Knight,Tyler Sullberg,Daniel Friedman",
BookStream,BookStream #001.1,1/11/2023,https://youtu.be/FB_93-zDqNo,Governing Continuous Transformation: Re-framing the Strategy-Governance Conversation,,https://github.com/ActiveInferenceInstitute/ActiveInferenceJournal/tree/main/BookStream/BookStream_001,,Bijan Khezri,"Bleu Knight,Tyler Sullberg,Daniel Friedman",Governing Continuous Transformation Re-framing the Strategy-Governance Conversation
BookStream,BookStream #001.04,1/3/2023,https://youtu.be/BPzwSTalH5E,Governing Continuous Transformation: Re-framing the Strategy-Governance Conversation,,https://github.com/ActiveInferenceInstitute/ActiveInferenceJournal/tree/main/BookStream/BookStream_001,https://docs.google.com/presentation/d/1PFsnbbb9sxTrjLi97ViLLELbshmFCEJtHRyFJ0DoZqU/edit,,,https://link.springer.com/book/10.1007/978-3-030-95473-4
BookStream,BookStream #001.03,12/27/2022,https://youtu.be/rCmq0TVGpW0,Governing Continuous Transformation: Re-framing the Strategy-Governance Conversation,,https://github.com/ActiveInferenceInstitute/ActiveInferenceJournal/tree/main/BookStream/BookStream_001,https://docs.google.com/presentation/d/1xTyYiArS1wnRvFN472STBjuvAmCTx7PGV1lKCjnpq9Y/edit,,"Bleu Knight,Tyler Sullberg,Daniel Friedman",Governing Continuous Transformation Re-framing the Strategy-Governance Conversation
BookStream,BookStream #001.02,12/13/2022,https://youtu.be/d8c0iFU8vms,Governing Continuous Transformation: Re-framing the Strategy-Governance Conversation,https://zenodo.org/record/7447994,https://github.com/ActiveInferenceInstitute/ActiveInferenceJournal/tree/main/BookStream/BookStream_001,https://docs.google.com/presentation/d/1Vqa0hKgkxQ0Qim9rUkzSigBbFqq0RjUHhs2gpGyeKbA/edit,,"Bleu Knight,Tyler Sullberg,Daniel Friedman",Governing Continuous Transformation Re-framing the Strategy-Governance Conversation
BookStream,BookStream #001.01,12/6/2022,https://youtu.be/thO3nsvgego,Governing Continuous Transformation: Re-framing the Strategy- Governance Conversation,https://zenodo.org/record/7447994,https://github.com/ActiveInferenceInstitute/ActiveInferenceJournal/tree/main/BookStream/BookStream_001,https://docs.google.com/presentation/d/10RKG4KKbu0W9FGFgyzqMpBlvyG7lu87Kv5oC4iksUcM/edit#slide=id.g1916c80bcea_0_110,,"Bleu Knight,Tyler Sullberg,Daniel Friedman",Governing Continuous Transformation Re-framing the Strategy-Governance Conversation
"Parr, Pezzulo, Friston 2022 Textbook","Parr, Pezzulo, Friston 2022 Textbook Cohort 1, Chapter 10",11/11/2022,https://youtu.be/DrNJfmf_IdA,"Cohort 1 Textbook Group (full playlist) of “Active Inference The Free Energy Principle in Mind, Brain, and Behavior” (Parr, Pezzulo, Friston 2022)",,,,,,
"Parr, Pezzulo, Friston 2022 Textbook","Parr, Pezzulo, Friston 2022 Textbook Cohort 1, Chapter 10",11/4/2022,https://youtu.be/7Ti-r8f15So,"Cohort 1 Textbook Group (full playlist) of “Active Inference The Free Energy Principle in Mind, Brain, and Behavior” (Parr, Pezzulo, Friston 2022)",,,,,,
"Parr, Pezzulo, Friston 2022 Textbook","Parr, Pezzulo, Friston 2022 Textbook Cohort 1, Chapter 9",10/28/2022,https://youtu.be/GYBF_c-ajgI,"Cohort 1 Textbook Group (full playlist) of “Active Inference The Free Energy Principle in Mind, Brain, and Behavior” (Parr, Pezzulo, Friston 2022)",,,,,,
"Parr, Pezzulo, Friston 2022 Textbook","Parr, Pezzulo, Friston 2022 Textbook Cohort 1, Chapter 9",10/21/2022,https://youtu.be/HCuGxvefPOE,"Cohort 1 Textbook Group (full playlist) of “Active Inference The Free Energy Principle in Mind, Brain, and Behavior” (Parr, Pezzulo, Friston 2022)",,,,,,
"Parr, Pezzulo, Friston 2022 Textbook","Parr, Pezzulo, Friston 2022 Textbook Cohort 1, Chapter 8",10/14/2022,https://youtu.be/QvAApEfYBmk,"Cohort 1 Textbook Group (full playlist) of “Active Inference The Free Energy Principle in Mind, Brain, and Behavior” (Parr, Pezzulo, Friston 2022)",,,,,,
"Parr, Pezzulo, Friston 2022 Textbook","Parr, Pezzulo, Friston 2022 Textbook Cohort 1, Chapter 8",10/7/2022,https://youtu.be/dLWepm5noE8,"Cohort 1 Textbook Group (full playlist) of “Active Inference The Free Energy Principle in Mind, Brain, and Behavior” (Parr, Pezzulo, Friston 2022)",,,,,,
"Parr, Pezzulo, Friston 2022 Textbook","Parr, Pezzulo, Friston 2022 Textbook Cohort 1, Chapter 7",9/30/2022,https://youtu.be/wNrcVOKwpOY,"Cohort 1 Textbook Group (full playlist) of “Active Inference The Free Energy Principle in Mind, Brain, and Behavior” (Parr, Pezzulo, Friston 2022)",,,,,,
"Parr, Pezzulo, Friston 2022 Textbook","Parr, Pezzulo, Friston 2022 Textbook Cohort 1, Chapter 7",9/23/2022,https://youtu.be/8HKcr0bOLG4,"Cohort 1 Textbook Group (full playlist) of “Active Inference The Free Energy Principle in Mind, Brain, and Behavior” (Parr, Pezzulo, Friston 2022)",,,,,,
"Parr, Pezzulo, Friston 2022 Textbook","Parr, Pezzulo, Friston 2022 Textbook Cohort 1, Chapter 6",9/16/2022,https://youtu.be/8DlXH6Wk_h8,"Cohort 1 Textbook Group (full playlist) of “Active Inference The Free Energy Principle in Mind, Brain, and Behavior” (Parr, Pezzulo, Friston 2022)",,,,,,
"Parr, Pezzulo, Friston 2022 Textbook","Parr, Pezzulo, Friston 2022 Textbook Cohort 1, Chapter 6",9/9/2022,https://youtu.be/4q-UYQMMrDg,"Cohort 1 Textbook Group (full playlist) of “Active Inference The Free Energy Principle in Mind, Brain, and Behavior” (Parr, Pezzulo, Friston 2022)",,,,,,
"Parr, Pezzulo, Friston 2022 Textbook","Parr, Pezzulo, Friston 2022 Textbook Review & Welcome",9/2/2022,https://youtu.be/ogvzkg-0qjY,"Cohort 1 Textbook Group (full playlist) of “Active Inference The Free Energy Principle in Mind, Brain, and Behavior” (Parr, Pezzulo, Friston 2022)",,,,,,
"Parr, Pezzulo, Friston 2022 Textbook","Parr, Pezzulo, Friston 2022 Textbook Feedback & Projects",7/28/2022,https://youtu.be/Cd6rz0HzOe8,"Cohort 1 Textbook Group (full playlist) of “Active Inference The Free Energy Principle in Mind, Brain, and Behavior” (Parr, Pezzulo, Friston 2022)",,,,,,
"Parr, Pezzulo, Friston 2022 Textbook","Parr, Pezzulo, Friston 2022 Textbook Part 1 review & synthesis",7/21/2022,https://youtu.be/kpBrzN8X1ZA,"Cohort 1 Textbook Group (full playlist) of “Active Inference The Free Energy Principle in Mind, Brain, and Behavior” (Parr, Pezzulo, Friston 2022)",,,,,,
"Parr, Pezzulo, Friston 2022 Textbook","Parr, Pezzulo, Friston 2022 Textbook Cohort 1, Chapter 5",7/14/2022,https://youtu.be/ZATda5W08qY,"Cohort 1 Textbook Group (full playlist) of “Active Inference The Free Energy Principle in Mind, Brain, and Behavior” (Parr, Pezzulo, Friston 2022)",,,,,,
"Parr, Pezzulo, Friston 2022 Textbook","Parr, Pezzulo, Friston 2022 Textbook Cohort 1, Chapter 5",7/7/2022,https://youtu.be/NT30pJ_sb6A,"Cohort 1 Textbook Group (full playlist) of “Active Inference The Free Energy Principle in Mind, Brain, and Behavior” (Parr, Pezzulo, Friston 2022)",,,,,,
"Parr, Pezzulo, Friston 2022 Textbook","Parr, Pezzulo, Friston 2022 Textbook Cohort 1, Chapter 4",6/30/2022,https://youtu.be/rvwMeZpA91U,"Cohort 1 Textbook Group (full playlist) of “Active Inference The Free Energy Principle in Mind, Brain, and Behavior” (Parr, Pezzulo, Friston 2022)",,,,,,
"Parr, Pezzulo, Friston 2022 Textbook","Parr, Pezzulo, Friston 2022 Textbook Cohort 1, Chapter 4",6/23/2022,https://youtu.be/08iZGLAqI8E,"Cohort 1 Textbook Group (full playlist) of “Active Inference The Free Energy Principle in Mind, Brain, and Behavior” (Parr, Pezzulo, Friston 2022)",,,,,,
"Parr, Pezzulo, Friston 2022 Textbook","Parr, Pezzulo, Friston 2022 Textbook Cohort 1, Chapter 3",6/16/2022,https://youtu.be/AKeKLERgmQA,"Cohort 1 Textbook Group (full playlist) of “Active Inference The Free Energy Principle in Mind, Brain, and Behavior” (Parr, Pezzulo, Friston 2022)",,,,,,
"Parr, Pezzulo, Friston 2022 Textbook","Parr, Pezzulo, Friston 2022 Textbook Cohort 1, Chapter 3",6/9/2022,https://youtu.be/MXbknE8EZp0,"Cohort 1 Textbook Group (full playlist) of “Active Inference The Free Energy Principle in Mind, Brain, and Behavior” (Parr, Pezzulo, Friston 2022)",,,,,,
"Parr, Pezzulo, Friston 2022 Textbook","Parr, Pezzulo, Friston 2022 Textbook Cohort 1, Chapter 2",6/2/2022,https://youtu.be/JJaQ0F81Ucs,"Cohort 1 Textbook Group (full playlist) of “Active Inference The Free Energy Principle in Mind, Brain, and Behavior” (Parr, Pezzulo, Friston 2022)",,,,,,
"Parr, Pezzulo, Friston 2022 Textbook","Parr, Pezzulo, Friston 2022 Textbook Cohort 1, Chapter 2",5/26/2022,https://www.youtube.com/watch?v=Z7Z29pu6NnY&list=PLNm0u2n1Iwdq74rPEYLx4VwYCI_QiXbEd,"Cohort 1 Textbook Group (full playlist) of “Active Inference The Free Energy Principle in Mind, Brain, and Behavior” (Parr, Pezzulo, Friston 2022)",,,,,,
"Parr, Pezzulo, Friston 2022 Textbook","Parr, Pezzulo, Friston 2022 Textbook Cohort 1, Appendix",5/19/2022,https://youtu.be/8OT2EC-l0N4,"Cohort 1 Textbook Group (full playlist) of “Active Inference The Free Energy Principle in Mind, Brain, and Behavior” (Parr, Pezzulo, Friston 2022)",,,,,,
"Parr, Pezzulo, Friston 2022 Textbook","Parr, Pezzulo, Friston 2022 Textbook Cohort 1, Chapter 1",5/12/2022,https://youtu.be/pJy1M1RnirA,"Cohort 1 Textbook Group (full playlist) of “Active Inference The Free Energy Principle in Mind, Brain, and Behavior” (Parr, Pezzulo, Friston 2022)",,,,,,
"Parr, Pezzulo, Friston 2022 Textbook","Parr, Pezzulo, Friston 2022 Textbook Cohort 1 Onboarding",5/5/2022,https://www.youtube.com/watch?v=ogV63M3uTlQ&list=PLNm0u2n1Iwdq74rPEYLx4VwYCI_QiXbEd,"Cohort 1 Textbook Group (full playlist) of “Active Inference The Free Energy Principle in Mind, Brain, and Behavior” (Parr, Pezzulo, Friston 2022)",,,,,,
Roundtable,Roundtable 2023.4,12/29/2023,https://www.youtube.com/watch?v=rKrrpoVbwWQ,2023 Quarterly Roundtable #4,,,,,,
Roundtable,Roundtable 2023.3,9/29/2023,https://www.youtube.com/watch?v=93-rNtJR-9I,2023 Quarterly Roundtable #3,,,,,,
Roundtable,Roundtable 2023.2,6/30/2023,https://www.youtube.com/watch?v=aJ9Py86ZFjU,2023 Quarterly Roundtable #2,,,,,,
Roundtable,Roundtable 2023.1,3/31/2023,https://www.youtube.com/watch?v=XYMPAAynUu8,2023 Quarterly Roundtable #1,,,,,,
Roundtable,Roundtable 2022.4,12/14/2022,https://youtu.be/W0637hJm_D4,2022 Quarterly Roundtable #4,https://zenodo.org/record/7448383,https://github.com/ActiveInferenceInstitute/ActiveInferenceJournal/tree/main/Roundtable/Roundtable_2022.4,https://docs.google.com/presentation/d/1_HYRnKMsKD8_d0aORvTT76DsJcGxCEgIpx1vONOcFlc/edit?usp=sharing,,,n/a
Roundtable,Roundtable 2022.3,9/28/2022,https://youtu.be/DJ9n6a8mMzM,2022 Quarterly Roundtable #3,https://zenodo.org/record/7448379,https://github.com/ActiveInferenceInstitute/ActiveInferenceJournal/tree/main/Roundtable/Roundtable_2022.3,https://docs.google.com/presentation/d/1-EoFvNCddwJT9zCihGofKVdu5-d0w6tfSU0sc_papLk/edit?usp=sharing,,,n/a
Roundtable,Roundtable 2022.2,6/29/2022,https://youtu.be/2s27lSZDqGM,2022 Quarterly Roundtable #2,https://zenodo.org/record/7448359,https://github.com/ActiveInferenceInstitute/ActiveInferenceJournal/tree/main/Roundtable/Roundtable_2022.2,https://docs.google.com/presentation/d/12i4-HtZeJlmPiIJsFOvVNNERVMBTrIrLYTW7Z1glfgg/edit?usp=sharing,,,n/a
Roundtable,Roundtable 2022.1,3/30/2022,https://youtu.be/ozuzf6Pvlyg,2022 Quarterly Roundtable #1,https://zenodo.org/record/7448349,https://github.com/ActiveInferenceInstitute/ActiveInferenceJournal/tree/main/Roundtable/Roundtable_2022.1,https://docs.google.com/presentation/d/1z9sd31xbDeDuIjCiuSztb_NgrJt16I9v37Qt3Pji1VI/edit?usp=sharing,,,n/a
Roundtable,Roundtable 2021.4,11/2/2021,https://youtu.be/j4dt5a1f30g,2021 Quarterly Roundtable #4,https://zenodo.org/record/7448342,https://github.com/ActiveInferenceInstitute/ActiveInferenceJournal/tree/main/Roundtable/Roundtable_2021.4,https://docs.google.com/presentation/d/1MzPuhRci_2hI88LWxKMRPsmEyhpJVpF9Ib3EG3_MDc8/edit?usp=sharing,,"Daniel Friedman,Bleu Knight,Ivan Metelkin,Stephen Sillett,Dave Douglass,Dean Tickles,Scott David,Alex Vyatkin,RJ Cordes",n/a
Roundtable,Roundtable 2021.3,8/3/2021,https://youtu.be/hGoZierAPbU,2021 Quarterly Roundtable #3,https://zenodo.org/record/7448310,https://github.com/ActiveInferenceInstitute/ActiveInferenceJournal/tree/main/Roundtable/Roundtable_2021.3,https://docs.google.com/presentation/d/106RFUP8_afQ-ePZiMEJ_qky0M03-qw1Re8KuMiDCmY0/edit?usp=sharing,,"Daniel Friedman,Alex Vyatkin,Dave Douglass,Stephen Sillett,Scott David",n/a
Roundtable,Roundtable 2021.2,6/1/2021,https://youtu.be/AUXWQzpr2x8,2021 Quarterly Roundtable #2,https://zenodo.org/record/7448118,https://github.com/ActiveInferenceInstitute/ActiveInferenceJournal/tree/main/Roundtable/Roundtable_2021.2,https://docs.google.com/presentation/d/1WXFow-tmdiXIqCIbziRdh76r0_Gc24_8itJA40XYVYE/edit?usp=sharing,,"Daniel Friedman,Maria de Vasconcelos,Ivan Metelkin,Alex Vyatkin,Stephen Sillett,Dean Tickles,Bleu Knight",n/a
Roundtable,Roundtable 2021.1,3/2/2021,https://youtu.be/jaw0QmAvAQU,2021 Quarterly Roundtable #1,https://zenodo.org/record/7448058,https://github.com/ActiveInferenceInstitute/ActiveInferenceJournal/tree/main/Roundtable/Roundtable_2021.1,https://docs.google.com/presentation/d/1k68Ie51yY8u3s92Kf58Y8CxaT4GfDU6vhoVF_qtQ6sg/edit?usp=sharing,,"Daniel Friedman,Stephen Sillett,Alex Vyatkin,Scott David,Sasha Mikhailova,Ivan Metelkin,Bleu Knight",n/a
Chris Fields ~ Physics As Information Processing ~ 2023,Chris Fields ~ Physics As Information Processing ~ 2023 Discussion 6,10/28/2023,https://www.youtube.com/watch?v=dAolShffDWo&list=PLNm0u2n1Iwdq0UnnnnkUr446lUz00x6E7&,Discussion 6 — Course information,,,https://www.activeinference.org/education/Physics-Fields-2023,"Ander Aguirre ",Daniel Friedman,
Chris Fields ~ Physics As Information Processing ~ 2023,Chris Fields ~ Physics As Information Processing ~ 2023 Lecture 6,10/12/2023,https://www.youtube.com/watch?v=bSPQ3BkqTh4&list=PLNm0u2n1Iwdq0UnnnnkUr446lUz00x6E7&,Lecture 6 — Course information,,,https://www.activeinference.org/education/Physics-Fields-2023,Chris Fields,Daniel Friedman,
Chris Fields ~ Physics As Information Processing ~ 2023,Chris Fields ~ Physics As Information Processing ~ 2023 Discussion 5,9/30/2023,https://www.youtube.com/watch?v=_NfqCpsZPeM&list=PLNm0u2n1Iwdq0UnnnnkUr446lUz00x6E7&,Discussion 5 — Course information,,,https://www.activeinference.org/education/Physics-Fields-2023,"Ander Aguirre ",Daniel Friedman,
Chris Fields ~ Physics As Information Processing ~ 2023,Chris Fields ~ Physics As Information Processing ~ 2023 Lecture 5,9/14/2023,https://www.youtube.com/watch?v=Il9sBNAia7g&list=PLNm0u2n1Iwdq0UnnnnkUr446lUz00x6E7,Lecture 5 — Course information,,,https://www.activeinference.org/education/Physics-Fields-2023,Chris Fields,Daniel Friedman,
Chris Fields ~ Physics As Information Processing ~ 2023,Chris Fields ~ Physics As Information Processing ~ 2023 Discussion 4,8/26/2023,https://www.youtube.com/watch?v=jWEcQVcgleM&list=PLNm0u2n1Iwdq0UnnnnkUr446lUz00x6E7&,Discussion 4 — Course information,,,https://www.activeinference.org/education/Physics-Fields-2023,"Ander Aguirre ",Daniel Friedman,
Chris Fields ~ Physics As Information Processing ~ 2023,Chris Fields ~ Physics As Information Processing ~ 2023 Lecture 4,8/10/2023,https://www.youtube.com/watch?v=k55mAFCIQ60&list=PLNm0u2n1Iwdq0UnnnnkUr446lUz00x6E7&,Lecture 4 — Course information,,,https://www.activeinference.org/education/Physics-Fields-2023,Chris Fields,Daniel Friedman,
Chris Fields ~ Physics As Information Processing ~ 2023,Chris Fields ~ Physics As Information Processing ~ 2023 Discussion 3,7/29/2023,https://www.youtube.com/watch?v=hOto96Q8sYQ&list=PLNm0u2n1Iwdq0UnnnnkUr446lUz00x6E7&,Discussion 3 — Course information,,,https://www.activeinference.org/education/Physics-Fields-2023,"Ander Aguirre ",Daniel Friedman,
Chris Fields ~ Physics As Information Processing ~ 2023,Chris Fields ~ Physics As Information Processing ~ 2023 Lecture 3,7/13/2023,https://www.youtube.com/watch?v=TOZp_XNYijQ&list=PLNm0u2n1Iwdq0UnnnnkUr446lUz00x6E7&,Lecture 3 — Course information,,,https://www.activeinference.org/education/Physics-Fields-2023,Chris Fields,Daniel Friedman,
Chris Fields ~ Physics As Information Processing ~ 2023,Chris Fields ~ Physics As Information Processing ~ 2023 Discussion 2,7/1/2023,https://www.youtube.com/watch?v=hSj7eOYuZe4&list=PLNm0u2n1Iwdq0UnnnnkUr446lUz00x6E7&,Discussion 2 — Course information,,,https://www.activeinference.org/education/Physics-Fields-2023,"Ander Aguirre ",Daniel Friedman,
Chris Fields ~ Physics As Information Processing ~ 2023,Chris Fields ~ Physics As Information Processing ~ 2023 Lecture 2,6/15/2023,https://www.youtube.com/watch?v=WkWIqpxWRM4&list=PLNm0u2n1Iwdq0UnnnnkUr446lUz00x6E7,Lecture 2 — Course information,,,https://www.activeinference.org/education/Physics-Fields-2023,Chris Fields,Daniel Friedman,
Chris Fields ~ Physics As Information Processing ~ 2023,Chris Fields ~ Physics As Information Processing ~ 2023 Discussion 1,6/3/2023,https://www.youtube.com/watch?v=rOoTkgLI1Z8&list=PLNm0u2n1Iwdq0UnnnnkUr446lUz00x6E7,Discussion 1 — Course information,,,https://www.activeinference.org/education/Physics-Fields-2023,"Ander Aguirre ",Daniel Friedman,
Chris Fields ~ Physics As Information Processing ~ 2023,Chris Fields ~ Physics As Information Processing ~ 2023 Lecture 1,5/18/2023,https://www.youtube.com/watch?v=RpOrRw4EhTo&list=PLNm0u2n1Iwdq0UnnnnkUr446lUz00x6E7,Lecture 1 — Course information,,,https://www.activeinference.org/education/Physics-Fields-2023,Chris Fields,Daniel Friedman,